query-id,corpus-id,score,text_x,title,text_y
3647,59795,1,Is the amount taxable if my grandfather sells agricultural land,,"As your is a very specific case, please get an advice of CA. It should not cost you much and make it easier. The sale of agriculture land is taxable in certain conditions and exempt from tax in other cases. Sale of agricultural land is subject to capital gains tax. But there are certain exemptions under Section 54B, subject to conditions, which are as follows:    If deemed taxable, you can avail indexation, ie the price at which you grandfather got [the date when he inherited it as per indexation] and pay 10% on the difference. If the price is not known, you can take the govt prescribed rate.   As there is a large deposit in your fathers account, there can be tax queries and need to be answered. Technically there is no tax liable even if your grandfather gifts the money to your father. More details at http://www.telegraphindia.com/1130401/jsp/business/story_16733007.jsp and http://www.incometaxindia.gov.in/publications/4_compute_your_capital_gains/chapter2.asp"
3684,330288,1,"Treatment of web domain ownership & reselling for tax purposes: Capital asset, or not?",,"I must say that this is a question that you should hire a professional tax adviser (EA/CPA licensed in your State) to answer. It is way above our amateurs' pay-grade. That said, I'll tell you what I personally think on the issue. I'm not a licensed tax adviser, and nothing that I write here can be used in any way as a justification for any action. Read the full disclaimer in my profile. I believe you're right to treat those as assets. You bought them as an investment, and you intend to sell them for profit. Here the good news for you end. As we decided to define the domains as an asset, we need to decide what type of asset it is. I believe you're holding a Sec. 197 asset. This is because domain is essentially akin to franchise and trademark, and as such falls under the Sec. 197 definition. That means that your amortization period is 15 years. Your expenses related to these domains should also be amortized, on the same schedule. When you sell a domain, you can deduct the portion that you have not yet deducted from the amortization schedule from your proceeds. Keep in mind passive loss limitations, since losses from assets held as investment cannot offset Schedule C income."
3684,197596,1,"Treatment of web domain ownership & reselling for tax purposes: Capital asset, or not?",,"As others have said, please talk to a professional adviser. From my quick research, domain names can only be amortized as 197 intangible if it's used for the taxpayer's business. For example, if Corp A pays $200,000 for corpa.com and uses that to point to their homepage, they can amortize it over 15 years as a 197 intangible. (Please refer to this IRS memo https://www.irs.gov/pub/irs-wd/201543014.pdf.) The above memo does not issue any guidance in your case, where domains are purchased for investment or resale. Regarding domain names, the U.S. Master Depreciation Guide (2016) by CCH says: Many domain names are purchased in a secondary market from third parties [...] who register names and resell them at a profit. These cost must be capitalized because the name will have a useful   life of more than one year. The costs cannot be amortized because a   domain name has no useful life. So your decision to capitalize is correct, but your amortization deductions may be challenged by the IRS. When you sell your domain, the gain will be determined by how you treat these assets. If you treat your domains as 197 intangibles, and thus had ordinary deductions through amortization, your gain will be ordinary. If you treated them as capital assets, your gain will be a capital gain. Very conceptually, and because the IRS has not issued specific guidelines, I think holding domain names for resale is similar to buying stock of a company. You can't amortize the investment, and when you sell, the gain or loss is a capital gain/loss."
3779,145238,1,"How much of my home loan is coming from a bank, how much it goes back?",,"""Judging from your comments, you seem to be confused about the way banking works.  Banks can only lend out money that they actually have: whether from deposits or investors or loans taken from other banks/government entities.  The rules on how this works varies from country to country, but the principle is always the same.  There is no magic money. Let's imagine a closed system.  There's only one town, and that town only has one bank.  There are 100 people total in town, and each has $10,000.  Everyone deposits all of their money in the bank. The bank now has $1,000,000 in total deposits.  You take a loan for $100,000 and buy a house.  The bank now has $900,000.  You make your payments of $965 per month: $833 of interest and $132 toward principal.  In this ideal world, the bank has no costs associated with doing business.  After one month, the bank has $1,000,000 in deposits, $900,965 in cash on hand, $99,868 in loans, and $833 in profit (from interest). Now here's the confusing part.  You bought a house from someone.  That person also lives in town.  He takes the $100,000 you gave him and... deposits it in the bank.  The bank now has $1,100,000 in deposits, $1,000,965 in cash, $99,868 in loans, and $833 in profit. Assume 10 more people buy houses at $100,000 each, taking loans for that whole amount (for the same terms you did).  Assume those sellers then deposit the money back in the bank.  The bank now has $2,100,000 in deposits, $1,000,965 in cash, $1,099,868 in loans, and $833 in profit.  The bank is taking in $10,615 per month ($965 x 11) in loan payments, making profit of $9,163 ($833 x 11) per month from interest. This process of loans and deposits and payments can go on forever without any outside influence.  This is the primary way money is created.  It's like printing money without the paper. Of course, we're not in a closed system.  Banks are limited in endlessly creating money, primarily by two things: Reserve Requirements are set by government agencies.  They might say banks can lend until their cash on hand (or liquid equivalent) is, at minimum, 35% of total deposits.  So a bank with $1,000,000 in deposits would have to keep $350,000 in cash at any given time. Capital Requirements work largely the same way.  It's more the bank saying, """"What happens if a bunch of people want their deposits back?""""  They plan a reasonable amount of cash to have on hand for that scenario."""
3779,580147,1,"How much of my home loan is coming from a bank, how much it goes back?",,"When you get a loan (car, home, student) the lending company (bank) give the (auto dealer, previous home owner, school) money. You as the borrow promise to pay this money back with interest.  So in your case the 100,000 you borrow requires a payment for principal and interest of ~965 per month. After 240 payments you will have paid the bank ~231,605.  So who got the ~131,000 in interest. The bank did. It was used to pay interest to the people who made deposits into the bank. It was also used to pay the expenses of the bank: salaries, retirement, rent, electricity, computers, etc. If the bank is a company with investors they may have to pay dividends to them to.  Of course not all loans are successfully paid back, so some of the payment goes to cover the loans that are in default. In many cases loans are also refinanced, or the house is sold long before the 20-30 year term is up. In these cases the amount of interest received for that loan is much less than anticipated, but the good news is that it can be loaned out again."
3779,249831,1,"How much of my home loan is coming from a bank, how much it goes back?",,"""Ditto mhoran_psprep.  I'm not quite sure what you're asking. Where does the money come from? When someone starts a bank, they normally get together a bunch of investors -- perhaps people they know personally, perhaps they sell stock -- to raise initial capital. But most of the money in the bank comes from depositors. Fundamentally, what a bank does is take money from depositors and loan it to borrowers. (Banks also borrow money from other banks and from the government.) They charge the borrowers interest on the loan, and they pay depositors interest on their deposits. The difference between those two interest rates is where the bank gets their profit. Where does the money go when you pay it back? As mhoran_psprep said, some of it goes to pay interest to the depositors; some of it goes to pay the bank's expenses like employee salaries, cost of the building, etc; and some of it goes as profit to the owners or stockholders of the bank. If you're thinking, """"Wow, I'm paying back a whole lot more than I borrowed"""", well, yes. But remember you're borrowing that money for 20 or 30 years. The bank isn't making very much money on the loan each year that you have it -- these days something like 4 or 5% in the U.S., I don't know what the going rates are in other countries."""
3832,8464,1,"What's the best application, software or tool that can be used to track time?",,"People rave about Basecamp by 37signals.  The impressive part is all the add-ins you can get for it.  There are add-ins for invoicing, billing, accounting, and time tracking."
3832,18209,1,"What's the best application, software or tool that can be used to track time?",,Time Tracker I'm a software engineer and have been using this tool. It is free and has a good user interface. I believe it can very well be used by professional of other areas too. It does support the features that you're looking for regarding project and task tracking.
3832,132684,1,"What's the best application, software or tool that can be used to track time?",,"""There are tonnes, and tonnes of things out there, but you have to be careful what you search for.  Be specific about what you want.  If you search for """"time sheet"""" for example, you'll just get a bucket of stuff having to do with stylesheets, because there's more of that around. The most common type of small tool for tracking time is usually a timer-type thing that runs as a widget, gadget, or System Tray tool.  You have to click it on, then off again, and the nice ones produce a usable output file.  CSV, or XLS, or some such. There are tools that track what documents you have open, when you opened them, and when you closed them, and you can sort it out from there.  They're a bit resource-heavy, so be careful if you have a low power system. Quickbooks has a little utility that will make file which can be imported into your accounting.  Quickbooks is NOT for the average business person.  You almost have to be a bookkeeper to get the most out of it.  On the other hand, you can have a bookkeeper set it up for you, and at the end of the year your taxes are a one button affair. For Windows software I like to use the site snapfiles.com.  It's always been reliable, the rating systems are pretty accurate, they mostly maintain their own copies of the software, they test for viruses, and the let you specify a """"freeware only"""" search ;-) For Mac software I like versiontracker.com.  If you're a massive freeware user, like me, sign up for an account, so you can receive alerts regarding updates, and such. Currently I do most of my computer-based organization on a Mac with piece of software by CircusPonies.com called NoteBook.  There's a command to insert the time, date, or both, and I just use that when I have a need to record elapsed time. I have even run across (and I forget the name) a piece of software for tracking time on Windows, which had multiple timers which you could set so either they were allowed to run concurrently (lawyers), or only one would run at a time. Anyway…  Personally I think freeware is fun, but be careful.  It's still the wild frickin west out there.  If you don't trust the site you're downloading from, scan it with your anti-virus software before you install it, create a Restore Point, do a full, offsite backup of all your hard drives, unplug your computer from the Internet, send your wife to her mother's, lock the kids in the basement, cross your fingers, and phone the local bishop for a dispensation (http://en.wikipedia.org/wiki/Dispensation_(Catholic_Church))."""
3832,264994,1,"What's the best application, software or tool that can be used to track time?",,"The best one I've found is TimeSnapper, I have the worst memory but this basically allows me to visually play back the day. It has a bunch of reporting functionality too."
3832,475906,1,"What's the best application, software or tool that can be used to track time?",,"Surprised nobody has mentioned Freshbooks yet. It's lightweight, easy to use, and free for low-end use (scaling up price-wise as you scale up)."
3832,422560,1,"What's the best application, software or tool that can be used to track time?",,"""A free solution that I've been using is Task Coach. It has tasks, subtasks, categories, and all the stuff you would expect from a time tracking program. It also counts each distinct period spent on a task as a separate """"effort"""" that you can add comments, for example to remind you what that chunk of time was spent on."""
3832,385468,1,"What's the best application, software or tool that can be used to track time?",,"I've been using Tick at work now for several months and have really enjoyed it.  It's got a nice, simple interface with good time-budgeting and multi-user/project features.  It can be used on several platforms, too (website, desktop widgets, and phone apps)."
3878,33987,1,Are multiple hard inquiries for a specific loan type okay?,,"""Assuming I don't need any other new lines of credit, can I get pre-qualified repeatedly (and with different banks) with impunity? Yes, but only for a limited period. FICO says: Hard inquiries are inquiries where a potential lender is reviewing your credit because you've applied for credit with them. These include credit checks when you've applied for an auto loan, mortgage or credit card. Each of these types of credit checks count as a single inquiry. One exception occurs when you are """"rate shopping"""". That's a smart thing to do, and your FICO score considers all inquiries within a 45 period for a mortgage, an auto loan or a student loan as a single inquiry. However for your situation, since you won't be getting a loan for several months, getting inquiries more than 45 days apart will each count as a separate inquiry."""
3878,230297,1,Are multiple hard inquiries for a specific loan type okay?,,"""tl;dr: Your best course of action is probably to do a soft pull (check your own credit) and provide that to the lender for an unofficial pre-approval to get the ball rolling. The long of it: The loan officer is mostly correct, and I have recent personal evidence that corroborates that. A few months ago I looked into refinancing a mortgage on a rental property, and I allowed 3 different lenders to do a hard inquiry within 1 week of each other. I saw all 3 inquires appear on reports from each of the 3 credit bureaus (EQ/TU/EX), but it was only counted as a single inquiry in my score factors. But as you have suggested, this breaks down when you know that you won't be purchasing right away, because then you will have multiple hard inquiries at least a few months apart which could possibly have a (minor) negative impact on your score. However minor it is, you might as well try to avoid it if you can. I have played around with the simulator on myfico.com, and have found inquiries to have the following effect on your credit score using the FICO Score 8 model: With one inquiry, your scores will adjust as such: Two inquiries: Three inquiries: Here's a helpful quote from the simulator notes: """"Credit inquiries remain on your credit report for 2 years, but FICO Scores only consider credit inquiries from the past 12 months."""" Of course, take that with a grain of salt, as myfico provides the following disclaimer: The Simulator is provided for informational purposes only and should not be expected to provide accurate predictions in all situations. Consequently, we make no promise or guarantee with regard to the Simulator. Having said all that, in your situation, if you know with certainty that you will not be purchasing right away, then I would recommend doing a soft pull to get your scores now (check your credit yourself), and see if the lender will use those numbers to estimate your pre-approval. One possible downside of this is the lender may not be able to give you an official pre-approval letter based on your soft pull. I wouldn't worry too much about that though since if you are suddenly ready to purchase you could just tell them to go ahead with the hard pull so they can furnish an official pre-approval letter. Interesting Side Note: Last month I applied for a new mortgage and my score was about 40 points lower than it was 3 months ago. At first I thought this was due to my recent refinancing of property and the credit inquiries that came along with it, but then I noticed that one of my business credit cards had recently accrued a high balance. It just so happens that this particular business CC reports to my personal credit report (most likely in error but I never bothered to do anything about it). I immediately paid that CC off in full, and checked my credit 20 days later after it had reported, and my score shot back up by over 30 points. I called my lender and instructed them to re-pull my credit (hard inquiry), which they did, and this pushed me back up into the best mortgage rate category. Yes, I purposely requested another hard pull, but it shouldn't affect my score since it was within 45 days, and that maneuver will save me thousands in the long run."""
4090,3312,1,Should I switch/rollover my IRA to a Gold IRA at Regal Assets?,,"""The link you originally included had an affiliate code included (now removed). It is likely that your """"friend"""" suggested the site to you because there is something in it for your """"friend"""" if you sign up with their link. Seek independent financial advice, not from somebody trying to earn a commission off you. Don't trust everything you read online – again, the advice may be biased.  Many of the online """"reviews"""" for Regal Assets look like excuses to post affiliate links. A handful of the highly-ranked (by Google Search) """"reviews"""" about this company even obscure their links to this company using HTTP redirects. Whenever I see this practice in a """"review"""" for a web site, I have to ask if it is to try and appear more independent by hiding the affiliation? Gold and other precious metal commodities can be part of a diversified portfolio, a small part with some value as a hedge, but IMHO it isn't prudent to put all your eggs in that basket. Look up the benefits of diversification.  It isn't hard to find compelling evidence in favor of the practice.  You should also look up the benefits of low-fee passively-managed index funds. A self-directed IRA with a reputable broker can give you access to a wide selection of low-fee funds, not just a single risky asset class."""
4090,315286,1,Should I switch/rollover my IRA to a Gold IRA at Regal Assets?,,"Advantages of Gold IRA (regardless of where you're holding it): Disadvantages of Gold IRA: Instead, you can invest in trust funds like SLV (The ETF for silver) or GLD in your regular brokerage IRA. These funds negotiate their prices of storage, are relatively liquid, and shield you from the dangers of owning physical metal while providing opportunity to invest in it at market prices."
4243,244004,1,I'm thinking of getting a new car … why shouldn't I LEASE one?,,"If you are looking to build wealth, leasing is a bad idea.  But so is buying a new car.  All cars lose value once you buy them.  New cars lose anywhere between 30-60% of their value in the first 4 years of ownership. Buying a good quality, used car is the way to go if you are looking to build wealth.  And keeping the car for a while is also desirable.  Re-leasing every three years is no way to build wealth. The American Car Payment is probably the biggest factor holding many people back from building wealth.  Don't fall into the trap - buy a used car and drive it for as long as you can until the maintenance gets too pricey.  Then upgrade to a better used car, etc. If you cannot buy a car outright with cash, you cannot afford it.  Period."
4243,560308,1,I'm thinking of getting a new car … why shouldn't I LEASE one?,,"You SHOULDN'T lease one if you are going to get an economy car, if you don't drive too much (<15K / year), and you want to hang on to the car for a long time.  Otherwise, if you are a regular driver, driving a leased new quality car can be cost effective. Many cars now have bumper-to-bumper warranties that last as long as the lease (say 80K). So there is rarely any extra costs apart from regular maintenance. The sweet spot for most new cars is in the 5th, 6th, or 7th years, after they are paid off. But at that point, you may find you have maintenance bills that are approaching an average of $200 - $300 per month. In which case, a lease starts to look pretty good. I owned a 7 year old Honda Accord that cost only $80 less per month in maintenance than the new leased VW that replaced it.  Haven't looked back after that. Into my 3rd car and 9th year of leasing."
4243,311748,1,I'm thinking of getting a new car … why shouldn't I LEASE one?,,"Here are the reasons I did not lease my current car. When you lease, you're tied in at a monthly payment for 48 months or more. The only way to get out of that payment is to transfer the lease or buy out the lease. If you buy/finance, you can always sell the car or trade it in to get out of the payments. Or you can pay down more of the vehicle to lower the payments. Most leases calculate the cost of leasing based on the 'residual value' of the vehicle. Often these values are far lower than the actual worth of the vehicle if you owned it for those months and sold it yourself. So when you do the math, the lease costs you more -especially with today's low financing rates."
4243,482056,1,I'm thinking of getting a new car … why shouldn't I LEASE one?,,"""Also consider how cars fare under your ownership: Does your current car... If any of the answers to these questions are """"Yes"""", you're probably going to get hosed with fees when you return the car."""
4243,352833,1,I'm thinking of getting a new car … why shouldn't I LEASE one?,,"I agree with Speedbird389 - I leased an economy car 10 years ago, paid the residual at the end of the lease because I knew the car would last a long time, but that cost me $5000 more than if I had bought it in the first place..."
4243,311446,1,I'm thinking of getting a new car … why shouldn't I LEASE one?,,I never understood why people lease rather than buy or finance.  I'm financing a new civic 09 @ 0.9%.  At the end of the 5 year terms I will have paid less than $800 in interest.
4243,163872,1,I'm thinking of getting a new car … why shouldn't I LEASE one?,,"I have an eight year old Kia Spectra that my wife is after me to replace -- but it hadn't been giving me any trouble at all.  Soon after she started telling me I should replace it soon it started having problems; compressor, tires, and so on.  How did she know? Anyway, so now I'm looking -- not ready to buy yet, but I'm looking.  The reason I won't be leasing is mileage.  I live 45 miles from where I work, so with incidental driving, I put at least 100 miles a day on a car.  That's about 26,000 miles a year if I do nothing but drive back and forth to work. On a monthly basis the lease is advertised as being less than most payments, but that is with a mileage limitation.  Since most leases I've looked at top out the mileage well below that mark I won't be leasing. I am looking at the new cars that are available now -- but I don't plan on buying until next year, and buying a lightly used car that is only a year to two old.  So I'm looking at what I will be buying while I can still find information about them. So yeah, mileage is a strong reason why I'm not considering leasing."
4243,476103,1,I'm thinking of getting a new car … why shouldn't I LEASE one?,,"""It's a very simple equation. If we forget about the stress and limitations that come with the so-called """"lease"""", and make the following assumptions: Then after 3 years of using this new car: I will never understand why people still """"lease"""" a car. Even for very low income people who have to have a car, financing a per-owned decent car would do, but it's just """"show off"""" seduction and lure that either unknowing minded or idiot teenagers fall for."""
4594,474129,1,Variations of Dual momentum,,"""There's a few layers to the Momentum Theory discussed in that book. But speaking in general terms I can answer the following: Kind of. Assuming you understand that historically the Nasdaq has seen a little more volatility than the S&P. And, more importantly, that it tends to track the tech sector more than the general economy.  Thus the pitfall is that it is heavily weighted towards (and often tracks) the performance of a few stocks including: Apple, Google (Alphabet), Microsoft, Amazon, Intel and Amgen.  It could be argued this is counter intuitive to the general strategy you are trying to employ. This could be tougher to justify.  The reason it is potentially not a great idea has less to do with the fact that gold has factors other than just risk on/off and inflation that affect its price (even though it does!); but more to do with the fact that it is harder to own gold and move in and out of positions efficiently than it is a bond index fund.   For example, consider buying physical gold.  To do so you have to spend some time evaluating the purchase, you are usually paying a slight premium above the spot price to purchase it, and you should usually also have some form of security or insurance for it.  So, it has additional costs.  Possibly worth it as part of a long-term investment strategy; if you believe gold will appreciate over a decade. But not so much if you are holding it for as little as a few weeks and constantly moving in and out of the position over the year. The same is true to some extent of investing in gold in the form of an ETF.  At least a portion of """"their gold"""" comes from paper or futures contracts which must be rolled every month.  This creates a slight inefficiency.  While possibly not a deal breaker, it would not be as attractive to someone trading on momentum versus fundamentals in my opinion. In the end though, I think all strategies are adaptable.  And if you feel gold will be the big mover this year, and want to use it as your risk hedge, who am I or anyone else to tell you that you shouldn't."""
4748,408932,1,"For a car, would you pay cash, finance for 0.9% or lease for 0.9%?",,"Dealer financing should be ignored until AFTER you have agreed on the price of the car, since otherwise they tack the costs of it back onto the car's purchase price. They aren't offering you  a $2500 cash incentive, but adding a $2500 surcharge if you take their financing package -- which means you're actually paying significantly more than 0.9% for that loan! Remember that you can borrow from folks other than the dealer. If you do that, you still get the cash price, since the dealer is getting cash. Check your other options, and calculate the REAL cost of each, before making your decisions. And remember to watch out for introductory/variable rates on loans! Leasing is generally a bad deal unless you intend to sell the car within three years or so."
4748,584106,1,"For a car, would you pay cash, finance for 0.9% or lease for 0.9%?",,"If you want the new car, pay cash for it. Here's why: By paying cash for the car, you immediately save $2,500 off the price of the car. That is not insignificant, it's 8.3% off.  By paying cash, you'll never be upside down on the car, and you can sell the car anytime you want.  You said that all you need to do is beat the 0.9% interest rate with your investment to come out ahead. That doesn't take into account the discount you would have gotten by paying cash. $30,000 invested for 5 years at 1.6% (rough estimate) would get you $2,500 (the discount), so the rate you need to beat to come out ahead is actually 2.5%. Still doable, but it is much less of a sure thing on a 5 year investment, and much less worth the trouble.  New cars are an expensive luxury. If you are wealthy enough, a new car certainly can be appropriate for you. However, if you don't like the idea of paying $30k in cash all at once, that is a strong indication that perhaps the new car is a luxury you aren't in a position to buy at this time. Borrowing the money and paying for it over time makes it psychologically easier to over spend on transportation."
4748,43142,1,"For a car, would you pay cash, finance for 0.9% or lease for 0.9%?",,"While this question is old and I generally agree with the answers given I think there's another angle that needs a little illuminating: insurance. If you go with an 84 month loan your car will likely be worth less than the amount owed for substantially all of the entire 84 month loan period; this will be exacerbated if you put zero down and include the taxes and fees in the amount borrowed.  Your lender will require you to carry full comprehensive/collision/liability coverage likely with a low maximum deductible.  While the car is underwater it will probably also be a good idea to carry gap insurance because the last thing you want to do is write a check to your lender to shore up the loan to value deficit if the thing is totaled.  These long term car loans (I've seen as high as 96 months) are a bear when it comes to depreciation and related insurance costs. There is more to this decision than the interest calculation.   Obviously, if you had the cash at the front of this decision presumably you'll have the cash later to pay off the loan at your convenience.  But while the loan is outstanding there are costs beyond interest to consider."
4748,426624,1,"For a car, would you pay cash, finance for 0.9% or lease for 0.9%?",,"""One part of the equation that I don't think you are considering is the loss in value of the car.  What will this 30K car be worth in 84 months or even 60 months?  This is dependent upon condition, but probably in the neighborhood of $8 to $10K.   If one is comfortable with that level of financial loss, I doubt they are concerned with the investment value of 27K over the loan of 30K @.9%. I also think it sets a bad precedent.  Many, and I used to be among them, consider a car payment a necessary evil.  Once you have one, it is a difficult habit to break.  Psychologically you feel richer when you drive a paid for car.  Will that advantage of positive thinking lead to higher earnings?  Its possible. The old testament book of proverbs gives many sound words of advice.  And you probably know this but it says:  """"...the borrower is slave to the lender"""".  In my own experience, I feel there is a transformation that is beyond physical to being debt free."""
5219,420018,1,How much of a down payment for a car should I save before purchasing it?,,"If and only if by coincidence the car you were already considering from your research includes a 0% finance offer, go ahead a take the financing and save your cash. If however you are being tempted to a different car, or would spend more than you initially thought were wanted to, 0% financing is just another trick to get more of you money. Just be honest why you want the car: is it a good price, or does the financing seem like a good deal?  Even if you are not paying interest, you are paying principal."
5219,396817,1,How much of a down payment for a car should I save before purchasing it?,,"If you're getting 0% on the financing, it's not costing you anything to borrow that money. So its basically free money. If you are comfortable with the monthly payments, consider going with no downpayment at all. Keep that money aside for a rainy day, or invest it somewhere so that you get some return on it. If you need to lower the payments later you can always use that money to pay down part of the loan later (check with the dealer that it is an open loan). If you're not comfortable with the payments at 0 down, put enough down to bring the monthly payment to a level where you are comfortable."
5219,429153,1,How much of a down payment for a car should I save before purchasing it?,,"""I've run into two lines of thinking on cars when the 0% option is offered.  One is that you should buy the car with cash - always.  Car debt is not usually considered """"good debt,"""" as there is no doubt but that your car will depreciate.  Unless something very odd happens or you keep the car to antique status (and it's a good one), you won't make money off of it. On the other hand, with 0% interest - if you qualify, and remember that dealer promotions aren't for everyone, just those who qualify - you can invest that money in a savings account, bonds, a mutual fund, or the stock market and theoretically make a lot more over the 5 years while paying down the car.  In that case, you really only need to make sure you save enough to make the payment low enough for your comfort zone. Personally I prefer to not be making a car payment.  Your personal comfort level may vary. Also, in terms of getting your money's worth a gently used car in good condition is miles better than a new car.  Someone else took the hit on the """"drive it off the lot"""" decline in price for you."""
5219,56867,1,How much of a down payment for a car should I save before purchasing it?,,"Do you need the car, or is this an optional purchase for you?  Do you currently have a car that is in good working order? If you can continue to save for the car instead of buying now, you'll be getting interest on what you've saved -- and that's a lot better than 0% financing."
5219,306834,1,How much of a down payment for a car should I save before purchasing it?,,"""I'd put more money down and avoid financing. I personally don't think car debt is good debt and if you can't afford the car, you are better off with a cheaper car. Also, you should read up on the 0% offer before deciding to commit.   Here's one article that is slightly dated, but discusses some pros and cons of 0% financing. My main point though is that 0% financing is not """"free"""" and you need to consider the cost of that financing before making the purchase.  Aside from the normal loan costs of having a monthly payment, possibly buying too much car by looking at monthly cost, etc., a 0% financing offer usually forces you to give the dealer/financing company any rebates that are due to you, in essence making the car cost more."""
5219,287857,1,How much of a down payment for a car should I save before purchasing it?,,"At minimum, put down the sale price less what insurance would pay if you got in an accident when driving home, OR purchase gap insurance. This auto loan calculator is fun to play around with.  The larger the down payment, the smaller your monthly payments will be.  Don't forget to budget insurance and gas!  Insurance on a car you make payments on is more expensive. http://www.bankrate.com/calculators/auto/auto-loan-calculator.aspx A buddy of mine had a string of bad luck and totaled his car a few months after the date of purchase.  He learned what it meant to be 'underwater', insurance paid him a few thousand less than the value of his loan.  What's worse than having no car, having no car and a loan!"
5477,61030,1,Are REIT worth it and is it a good option to generate passive income for a while?,,"One way is to think of a REIT as a fully managed portfolio of real estate investments. Risks and returns are averaged across the real estate portfolio and managed by experts, possibly industry leading experts.  REITs have a well documented track record you can research - most individuals do not. Many individuals have learned a hard lesson or two while attempting to generate passive income with real estate. Conversely, some people derive a great deal of satisfaction from owning real estate and have a true passion to do so.  Plus, if you are expecting interest rates to raise and/or rate of inflation to increase in the next 30 years, you may benefit from the financing aspects of the investment as well.  There are some regions/ opportunities that seem to do better than the average REIT a majority of the time, but may not be desirable to you or fit into your budget for various reasons. I'm not sure what your level of experience, knowledge or financial situation , but for everyone considering, there are many additional things to know about investment property compared to a primary residence.  A good place to start with REITs is the prospectus of one that interests you.  Research their holdings, create a model, or otherwise make a connection with the REIT before clicking buy."
5477,496050,1,Are REIT worth it and is it a good option to generate passive income for a while?,,"""In financial markets, the gains you can expect to make (whether in the form of dividends or capital gains) correspond to the risks you are bearing.  There are a variety of REITs but you can expect to make only as much money in them as you bear risk (meaning you can also lose a lot of money in the ones that earn a lot).  In that sense they are just like other financial assets like stocks. If you are generically trying to increase your wealth by bearing risk, you can get a better risk/reward ratio in a fully diversified portfolio including stocks and bonds as well and REITs.  """"Passive income"""" means making money by bearing risk.  REITs alone, without diversifying into other financial assets, do a poor job of generating income for the amount of risk you bear. So why are REITs not very comparable to buying a house and renting it out?  Because in the latter case you are being paid not only for bearing the risk of the house depreciating but also you are being compensated for the work you do as a landlord.  Moreover, because the house doesn't trade in a liquid market like REITs do, it is possible to actually get a good deal, as opposed to the fair deal you will get on a REIT. TL;DR: The """"passive income"""" generated by REIT investment is more similar to generic equity/bond investment than it is to an investment in a physical home that you rent out.  If what you want is to make money without doing anything besides bear risk, you should invest in a fully diversified portfolio of financial assets (equity and bonds being the primary constituents but REITs potentially being a part as well)."""
5477,19837,1,Are REIT worth it and is it a good option to generate passive income for a while?,,There are tax strategies you could take advantage of if you own the property. Find local real estate investors that like 'buy and hold'. Additional strategy is to buy a property and sell it with owner financing (you use a Residential Mortgage Loan Officer to facilitate.) What is great is you can get a great % real return on your money without being a landlord.
5477,305863,1,Are REIT worth it and is it a good option to generate passive income for a while?,,"""Other individuals answered how owning an REIT compares to an individual real estate investment, but did not answer your second question as readily, """"are REITs a good option to generate passive income for awhile?"""". The """"awhile"""" part is quite important in answering this question. If your intentions are to invest for a relatively short time period (say, 7 years or less), it may be especially advantageous to invest in a REIT. The foremost advantage comes from significantly lower transaction fees (stock/ETF trades are practically/potentially free today) compared to purchasing real estate, which involves inspection+titling fees/taxes/broker fees, which in a round-trip transaction (purchase and sale) would come to ~10%. The secondary advantage to owning a REIT is they are much more liquid than a property. If you wanted to sell your investment at a given point in time, you can easily log into your brokerage and execute your transaction, while liquidating an investment property will take time on market/potentially tossing tenants/fixing up place, etc. On the other hand, illiquid investments have generally yielded higher historical returns according to past research."""
5708,273820,1,What happens to an Earnest Money Deposit if underwriting falls through?,,"Your Purchase and Sale agreement should have a financing contingency. If it doesn't, your money may be at risk, and the agent did you no favor. Edit - I answered when away from computer. This is a snapshot of the standard clause from the Greater Boston Real Estate Board. Each state has its own standard documents.   The normal process is to have some level of prequalification, showing a high probability of final approval, make offer, then after it's accepted, this form is part of the purchase and sale process."
5739,124762,1,Asset allocation when retirement is already secure,,"he general advice I get is that the younger you are the more higher risk investments you should include in your portfolio. I will be frank. This is a rule of thumb given out by many lay people and low-level financial advisors, but not by true experts in finance.  It is little more than an old wive's tale and does not come from solid theory nor empirical work.  Finance theory says the following: the riskiness of your portfolio should (inversely) correspond to your risk aversion.  Period. It says nothing about your age.  Some people become more risk-averse as they get older, but not everyone.  In fact, for many people it probably makes sense to increase the riskiness of their portfolio as they age because the uncertainty about both wealth (social security, the value of your house, the value of your human capital) and costs (how many kids you will have, the rate of inflation, where you will live) go down as you age so your overall level of risk falls over time without a corresponding mechanical increase in risk aversion. In fact, if you start from the assumption that people's aversion is to not having enough money at retirement, you get the result that people should invest in relatively safe securities until the probability of not having enough to cover their minimum needs gets small, then they invest in highly risky securities with any money above this threshold. This latter result sounds reasonable in your case.  At this point it appears unlikely that you will be unable to meet your minimum needs--I'm assuming here that you are able to appreciate the warnings about underfunded pensions in other answers and still feel comfortable.  With any money above and beyond what you consider to be prudent preparation for retirement, you should hold a risky (but still fully diversified) portfolio.  Don't reduce the risk of that portion of your portfolio as you age unless you find your personal risk aversion increasing."
