query-id	corpus-id	score
717915	1749789	1
717915	1749792	1
623840	504259	1
309068	849077	1
2769	2035182	1
898559	4404916	1
299881	5870758	1
1185287	3913604	1
193726	6165636	1
154548	945024	1
63085	5596940	1
595168	7665240	1
595168	7665246	1
934023	4227304	1
321174	458829	1
199450	1258091	1
258152	209999	1
844319	4960320	1
289834	3706040	1
179465	2724647	1
76416	5516446	1
426639	1397990	1
645383	3018064	1
250652	1051460	1
963209	5333917	1
696204	467953	1
419718	1993890	1
156949	5745692	1
305585	4023617	1
803918	5192573	1
497418	3029804	1
540374	1670519	1
104398	725406	1
104398	725411	1
28053	5021519	1
870624	2321779	1
157163	3987953	1
100554	3383132	1
93028	4941869	1
693740	1747391	1
224208	6145039	1
490138	471602	1
153389	1155939	1
599366	1113713	1
599366	2241835	1
204510	3481019	1
204510	3481027	1
568602	1598554	1
629518	1270389	1
562840	5773339	1
836804	3036606	1
836804	3763452	1
795519	2432281	1
605079	277979	1
721891	1590141	1
487720	7044738	1
358866	6460581	1
896010	2424310	1
628383	1214501	1
548142	2062373	1
586941	2123515	1
892656	4504104	1
400823	6175724	1
334712	2308632	1
413503	790345	1
953413	4890858	1
782684	3952560	1
452967	550049	1
984972	3964607	1
967866	5414475	1
523489	6866039	1
460206	906821	1
871351	2928054	1
1057645	2580831	1
277075	527113	1
681204	257599	1
986797	5236552	1
968500	3947435	1
762145	3433361	1
616745	2117858	1
350909	5872101	1
950947	2813982	1
860692	3617677	1
762056	5011958	1
1047813	4598825	1
488295	743962	1
841618	4461178	1
770723	4419372	1
791780	4693164	1
501359	1588896	1
1081598	4135493	1
182009	7887792	1
153377	4872125	1
873244	2717396	1
546667	608368	1
108367	6170512	1
172673	4789311	1
734263	3893795	1
235327	1013224	1
5186	4207925	1
938273	4584159	1
327349	5468483	1
203382	3341947	1
232066	5622881	1
791362	3187002	1
660880	2932863	1
824900	4752214	1
218438	2400141	1
236726	5801878	1
622008	1992498	1
911125	3011526	1
787349	4986296	1
197623	5544953	1
192573	2713394	1
609270	6704897	1
928658	4530251	1
955526	2693307	1
429542	4255994	1
928950	5425453	1
156694	1395619	1
948858	3804642	1
617560	950112	1
569926	2826823	1
244895	1293938	1
1014396	4329690	1
786097	4808884	1
752791	1108050	1
758548	661988	1
758548	661989	1
916163	788922	1
53438	550814	1
987404	4790981	1
276400	208112	1
676006	1086245	1
132059	6357353	1
391445	3868089	1
391445	3868093	1
700565	1677754	1
108424	4908636	1
1152697	1334381	1
860186	2256210	1
1038219	2327115	1
61754	3896916	1
781026	2950032	1
1081826	3211424	1
179118	5853676	1
313420	5057829	1
768950	5400897	1
470126	1437178	1
88573	2739541	1
286137	2128454	1
817838	6096205	1
986474	5412888	1
820978	2458342	1
463605	1994260	1
999465	2266419	1
938855	5256068	1
122840	915237	1
453811	6874573	1
415912	6258363	1
968193	3881393	1
66299	5743444	1
830061	5277886	1
1137901	2741762	1
830295	6224025	1
699977	602351	1
90577	3349644	1
90577	3349649	1
129770	3308211	1
226020	7879708	1
676288	7248183	1
997273	3079477	1
985177	4817442	1
1076579	6108878	1
719344	292943	1
721551	1468210	1
289606	6412278	1
563254	786859	1
1178577	5390516	1
866087	2735303	1
536578	541714	1
895499	2370313	1
700387	6036206	1
690962	511756	1
45850	386825	1
225640	6499146	1
225640	6499151	1
843363	6296784	1
843363	6296786	1
506425	1564727	1
556140	1850987	1
40414	1880836	1
1166183	7617241	1
923323	438428	1
892403	4707326	1
892403	4707329	1
1136993	2594315	1
680491	7025016	1
617489	1715312	1
767283	4215954	1
866881	2120323	1
54836	6634026	1
205119	5776233	1
299239	6006932	1
596250	6819208	1
821625	3877121	1
1070553	2669297	1
439138	5369971	1
106609	2240031	1
1170437	3579058	1
1171126	2874103	1
559919	905882	1
559919	905886	1
743843	2605481	1
394590	776176	1
897197	3869363	1
596043	2208966	1
559747	1573712	1
556910	1340189	1
522518	608287	1
70542	997167	1
1025180	5445690	1
580985	952116	1
580985	952122	1
296558	1031293	1
13106	6415930	1
461458	2282433	1
68511	6407714	1
833401	5243365	1
1008501	4094566	1
734928	6736942	1
737015	5606625	1
921204	3036542	1
1054340	5349829	1
1010732	4701689	1
10571	4392584	1
1139099	2625607	1
427039	2622048	1
431492	4176256	1
938727	2375819	1
654749	6176135	1
582572	1191792	1
976885	2846492	1
855797	2297015	1
579384	1568862	1
731293	137285	1
982164	3389921	1
642849	133104	1
873620	3265405	1
447734	7020372	1
728417	844130	1
519855	7853867	1
277731	6012587	1
377928	1370693	1
616755	708032	1
848998	4420449	1
525682	5211727	1
40327	6411216	1
1142931	2255373	1
282899	5406728	1
646010	1400405	1
283156	5747240	1
781265	3083858	1
1053080	4880020	1
1142396	2308915	1
440290	7001261	1
103610	5453905	1
937520	3998273	1
962119	3930283	1
779767	2991995	1
675550	6048623	1
697454	764775	1
1026838	4268901	1
537254	1210684	1
774682	2276255	1
1139385	2595934	1
503801	134363	1
506596	2046935	1
202018	5852745	1
638907	6989184	1
643141	745081	1
676440	7003328	1
414074	2969887	1
1037190	3708121	1
250256	1067769	1
802977	2161546	1
1052529	5338400	1
527961	1365331	1
527961	1365333	1
527961	1365335	1
992465	2844849	1
869747	4626211	1
472811	1041810	1
511121	936891	1
683610	5922180	1
871865	2579912	1
152544	6227897	1
859353	3379876	1
1184415	2748870	1
573736	628035	1
1040868	4388626	1
180318	3952536	1
846413	2462771	1
630098	86933	1
604564	1284816	1
494779	2045487	1
110310	2974239	1
198459	6400236	1
823969	3251929	1
1182020	1953005	1
130010	5859452	1
358192	4329883	1
983031	3037600	1
298607	389144	1
51017	3770198	1
587900	1600053	1
185006	3411871	1
626266	1282354	1
160812	2270594	1
427959	1036409	1
578961	790105	1
931000	6095061	1
883093	4805351	1
133129	1727182	1
323541	2162229	1
515912	4104069	1
748933	2142303	1
361903	496566	1
361903	496568	1
744376	128808	1
558636	1377076	1
548757	918409	1
1153229	1284196	1
336013	5471059	1
774834	2559548	1
774834	2559556	1
878287	3685422	1
234797	685747	1
410348	230978	1
780104	4140930	1
362742	4557100	1
362742	4557101	1
545836	797382	1
1082018	6223836	1
765388	747539	1
27599	1568626	1
376332	6659071	1
823306	3389569	1
780010	2836412	1
42702	576202	1
487597	5911556	1
698798	1867043	1
624165	915185	1
578352	1209655	1
1183491	443026	1
579313	1050999	1
462381	543095	1
812847	3629285	1
886269	2302852	1
714621	1785263	1
318595	4674031	1
721221	202976	1
1000040	1802921	1
458912	3148185	1
458912	1547259	1
458912	232431	1
866984	2278364	1
194304	2693200	1
886013	6124131	1
913212	2686409	1
437508	487785	1
521553	431819	1
295374	6641788	1
388492	517927	1
722177	758433	1
722177	758438	1
50856	5189106	1
50856	5189109	1
97588	3207216	1
960293	4183021	1
855006	2831895	1
261970	485799	1
58559	527425	1
490021	623107	1
490021	623110	1
84285	121744	1
1035985	2804984	1
1035985	486237	1
46945	898530	1
498438	185959	1
958915	3863267	1
366821	6028807	1
116476	5625551	1
40862	6018068	1
62318	2430125	1
95411	3673932	1
885495	5045475	1
1042131	2515965	1
1173489	415907	1
57278	2298659	1
833815	3494536	1
31773	538230	1
362462	6134483	1
56857	1833164	1
4354	6267449	1
1172617	1346795	1
222370	5697793	1
275093	6558646	1
467090	91348	1
491023	1906281	1
126891	7528326	1
866305	3435805	1
1027309	3409251	1
668724	6703419	1
1181092	2921701	1
603371	4168964	1
386447	841386	1
671364	3697157	1
890799	4975838	1
126016	2249806	1
381347	3091866	1
1018824	2243923	1
1015264	4443417	1
848714	3290687	1
511194	1764198	1
248382	2678977	1
690852	660863	1
174094	3410912	1
928987	3696759	1
372847	6587919	1
339946	6368281	1
506042	1300260	1
303194	5865097	1
193183	1429304	1
457222	7579785	1
573532	6886138	1
41908	6742268	1
1000933	4271274	1
41966	2444258	1
208486	914480	1
170790	3615649	1
264002	338177	1
156565	6956089	1
901354	3511966	1
901354	2513043	1
437440	2174105	1
385928	1338357	1
577475	935959	1
695409	6274739	1
646314	6869881	1
477167	1571203	1
183428	3183329	1
161102	1457999	1
668364	7035583	1
898635	4003359	1
875831	2389883	1
826311	5096513	1
442788	1417647	1
262455	2223358	1
845577	3460498	1
747837	577838	1
299168	6487168	1
1069441	3430025	1
682269	1653965	1
885270	1641470	1
199633	5648638	1
482240	6901304	1
482240	6901306	1
183636	2987794	1
317115	4467779	1
1178025	5832499	1
315501	6165848	1
34071	5957574	1
762685	3332826	1
925351	4797835	1
145961	810209	1
1146376	1930078	1
384363	5507996	1
764828	5052212	1
1163986	191563	1
310179	2847003	1
911988	2794421	1
82141	5584085	1
746941	1124567	1
909691	3768897	1
286114	6353902	1
962978	4365368	1
126238	4761177	1
235989	2937082	1
99686	373654	1
329247	160139	1
601639	1591851	1
882189	4315260	1
606547	3940287	1
606547	1462105	1
118380	5879063	1
537445	4012201	1
395419	1114532	1
718335	972807	1
608094	631605	1
768452	2239570	1
21989	3725661	1
56127	3605248	1
596467	5833878	1
1169473	4496141	1
1070430	4767471	1
1017585	4949019	1
802022	4094051	1
829155	2628966	1
305314	5535371	1
684073	869327	1
211864	5553479	1
82930	5193878	1
467913	374821	1
307829	1867264	1
857066	3262849	1
175861	2119940	1
152405	4829793	1
853649	2383522	1
853649	2383524	1
738442	758781	1
718162	4701669	1
845215	3579923	1
776679	2936443	1
21377	6380920	1
306532	2927996	1
217889	3533179	1
581366	1026049	1
722888	138830	1
436397	4383202	1
738003	1602876	1
479182	1144519	1
280464	6646938	1
416775	1982076	1
727755	6457444	1
553790	1950638	1
479821	721432	1
677276	6812109	1
627302	701558	1
438526	2106027	1
10071	6790621	1
469694	1636900	1
576341	3828889	1
230557	6021814	1
623960	2502390	1
1050804	4864760	1
969368	3057231	1
816153	4605204	1
1145528	2008870	1
1155750	1041478	1
728614	891649	1
51256	2029198	1
51256	2029199	1
51256	2029206	1
51256	2029207	1
427522	151659	1
387639	2219950	1
387639	2219958	1
49721	3739092	1
441006	1744040	1
1014193	4193865	1
611455	2048193	1
802746	4002501	1
